epoch,loss,lr,mean_absolute_error,val_loss,val_mean_absolute_error
28,9.534967422485352,0.001,2.126146063346981,12.71738808243363,2.839133816000856
29,9.30643534438898,0.001,2.1013444274571658,11.614010122087267,2.616871492362317
30,9.55598692000835,0.001,2.124874740562203,12.117906894212888,2.657648957805869
31,8.938699669144102,0.001,2.033893636874739,15.773030375256951,2.8911573857436945
32,9.172599504606643,0.001,2.137620401087191,12.490631168271289,2.5949636859658325
33,8.785146241586643,0.001,2.065731881203666,12.4713344603409,2.6719335391197676
34,8.921936224119582,0.001,2.0580482364808073,12.459232924896995,2.5950081201247226
35,8.525624418590828,0.001,2.0783290966376433,12.731038741123529,2.725463725902416
36,8.606563356269623,0.001,2.024384020282757,12.50453969946614,2.5252695672306014
37,8.608166206362815,0.001,2.027309721837472,12.55771119211927,2.5345054438084733
38,8.404177593372923,0.001,1.9906810894839166,12.467645080737126,2.515624976452486
39,8.11633139645721,0.001,1.981785965777772,12.304133499110186,2.5567863134690274
40,8.023029482401562,0.001,1.9400619467714624,12.153229772308727,2.6007236669093
41,8.223196018591016,0.001,1.9549516026080578,12.933809209752965,2.5584617426365983
42,7.957853255626218,0.001,1.9823582980654926,12.044692476590475,2.5720114766815563
43,7.93980406533823,0.001,1.9199805326137012,15.270563540635285,2.715404651783131
44,7.799191876461632,0.001,1.9450898783125745,12.277123118624274,2.614727279286326
45,7.747307211991065,0.001,1.8972629661161464,13.3210337250321,2.6167866506694275
46,7.691069432018158,0.001,1.9197320139998622,12.490425304498201,2.4662302511709706
47,7.4617208688067205,0.001,1.8865559729444723,12.262116343886763,2.555019472852165
48,7.622424420926593,0.001,1.8867864512806707,12.243660311640046,2.5358459802321445
49,7.557342809789321,0.001,1.8724821075197344,11.972788822135808,2.455847563566985
50,7.486834827222322,0.001,1.8966602644315076,12.425732070488861,2.6523091351544417
51,7.348965102304984,0.001,1.870330908350162,12.340181256517951,2.560595170951184
52,7.101594511569469,0.001,1.8378887700591664,12.030385566714369,2.51313833542812
53,7.1438509701944355,0.001,1.8590861584749014,14.254153428254304,2.7197262092872903
54,7.343671999479595,0.001,1.8607881482540638,13.061294044977354,2.47602234357669
55,7.010284792897133,0.001,1.8312761883248485,12.68601276182834,2.58142473668228
56,7.174530314218149,0.001,1.8361875992441326,12.603167691532477,2.4997515501799406
57,6.915195169832685,0.001,1.8003041633511476,12.877135888293937,2.536581110071253
58,6.909339642008023,0.001,1.8018517250616115,14.103788752614715,2.5884231520287786
59,6.657400481103005,0.001,1.7890219142193395,15.647384968528778,2.6246281376591436
60,7.040448286215956,0.001,1.8261123991603083,12.32388380749358,2.461245831148124
61,6.856780509830628,0.001,1.8204213694522255,12.794132196608885,2.5076812932520736
62,6.574995117659908,0.001,1.7442928187249245,16.38446487615138,2.7626429663764105
63,6.691654019680555,0.001,1.813539265663631,13.738458951314291,2.6150731451717424
64,6.487880574291336,0.001,1.7671428217607386,13.801201350894974,2.5746164204161843
65,6.334270008577282,0.001,1.7622077483510823,12.467982431988657,2.515851291609399
66,6.434229503106038,0.001,1.7628300193662614,13.007663241139165,2.531356599595812
67,6.402258734215893,0.001,1.776253620537442,13.359128963800124,2.7081349219804927
68,6.452452638939069,0.001,1.7217306064747435,14.739317258199057,2.687011648107458
69,6.252911724173248,0.001,1.7455128840986789,12.907948312200146,2.5475071801079645
70,6.182529288548803,0.001,1.6903559744542598,13.984859633592912,2.5124295081621333
71,6.342551355391464,0.001,1.7472252620632065,13.329009220923906,2.5790765314926336
72,6.192343114514838,0.001,1.7335287660083534,12.427948337278249,2.4935211370020736
73,6.0979851810924774,0.001,1.670297238848896,13.076242052478555,2.4941617000250167
74,6.257027032574633,0.001,1.7121163237574668,13.299090805980894,2.449180485289774
75,6.012443755064218,0.001,1.698648449806237,12.93389959099852,2.4594135048948687
76,5.9801060044359495,0.001,1.626266506065156,13.206601379830161,2.453784919079439
77,6.079496666373852,0.001,1.6548760358025045,12.913015577160282,2.4693936948423034
78,5.751311138318419,0.001,1.6305560327535813,13.275410966372784,2.6176689524709444
79,5.764957667135233,0.001,1.635768240634871,12.996389905611673,2.5744667759648077
80,5.8062885774547475,0.001,1.6475906512316536,13.012471808327568,2.6556544833713107
81,5.721304205549021,0.001,1.6294513914976327,12.939272650230079,2.534759592126917
82,5.638732189733546,0.001,1.621559692979228,13.758438656359543,2.464953316582574
83,5.757181468762849,0.001,1.6547903239542485,12.655016087455515,2.4378505989357278
84,5.722694624965036,0.001,1.637229878097865,12.92880966802944,2.4574239518907337
85,5.651144759942873,0.001,1.6658182823252015,13.68675109486521,2.437280207504461
86,5.581364238963408,0.001,1.6215633626323736,13.930590430159628,2.4769331378701294
87,5.57139384192948,0.001,1.6238480142026495,13.374139414893257,2.5176349451512468
88,5.54108666709333,0.001,1.5977931982223463,13.402218876242706,2.4919436890401956
89,5.462605360860795,0.001,1.5824296264087452,13.64710897280846,2.4864863171989535
90,5.389913065883766,0.001,1.6044724906561176,14.877777888451094,2.858955359753267
91,5.514018762960522,0.001,1.616677301956035,12.766028131139867,2.5939516609097706
92,5.277554656329908,0.001,1.5776989646371304,14.357528356122382,2.4861822010558328
93,5.285655609225341,0.001,1.5731795959797437,13.59127543001999,2.678792647373529
94,5.218950197792644,0.001,1.5734931014639675,13.230435834990608,2.4688152030662254
95,4.958351642354723,0.001,1.5288864732157705,14.031133667554384,2.423400313765914
96,5.30481963703876,0.001,1.582064430780086,13.02435702085495,2.5963669765142745
97,5.345751876247926,0.001,1.581589937948221,12.816959881856118,2.4773776678391446
98,4.965428908542952,0.001,1.5254096597340823,13.172751151485208,2.459761984554338
99,5.210907444496273,0.001,1.5401474565913433,14.150192591879103,2.466502342695071
100,5.044277204448593,0.001,1.528049385584545,15.560758073388794,2.5486473742826483
101,4.921337352079504,0.001,1.5588053763835423,15.720308307420325,2.5256015400827665
102,5.017889698961571,0.001,1.5581981589550573,14.629188709788853,2.489675333470474
103,5.05644480270498,0.001,1.5542256529486216,13.13028762811496,2.4297142028808594
104,4.782343488728668,0.001,1.5143087585644086,13.6602514034804,2.4609496505172164
105,5.061957899630992,0.001,1.544027239176511,14.875598100968348,2.5847706735869984
106,4.879471765952213,0.001,1.4872710492588788,13.725194020035826,2.416965508166655
107,4.7458843491025755,0.001,1.4691899206616192,13.631400124526317,2.6229864756266275
108,4.601171924049271,0.001,1.472212038542095,13.631258016429198,2.4415660434299045
109,4.608377267701707,0.001,1.4970681837099624,12.952923829908725,2.488678543655961
110,4.735913845776773,0.001,1.4985118665193256,14.254552531389542,2.504908008339964
111,4.805117243214657,0.001,1.4692202001902341,13.189501629015545,2.5118673348132474
112,4.727090072336581,0.001,1.4912809805235256,12.765386831245305,2.5165450249189214
113,4.660082225460017,0.001,1.451814285372802,13.41056366543067,2.423919442259235
114,4.643566113876484,0.001,1.4427855930092166,13.534822030935759,2.40666111604667
115,4.460802716736454,0.001,1.4131804429709727,15.009100596110025,2.553731235457055
116,4.427915816705663,0.001,1.473634775947122,13.734211792916428,2.396931071340302
117,4.544444582410641,0.001,1.464991566566491,13.786453091803892,2.4106207953559027
118,4.517254217305789,0.001,1.4708825370106535,13.27339831776457,2.452162848578559
119,4.461559632245232,0.001,1.4396243785556995,13.15302216215634,2.4133176214901018
120,4.489334578853643,0.001,1.421991932133772,16.678645581374933,2.720770353152428
121,4.6616971869217725,0.001,1.4678405298168076,15.650444439899774,2.514991877991476
122,4.324074497163849,0.001,1.4351600190803362,13.87517484912166,2.6076249252130954
123,4.371429581391184,0.001,1.4380794202580172,13.4934887352549,2.5174763997395835
124,4.275069462625604,0.001,1.414998778248719,13.750696879662113,2.495002840772087
125,4.270739765912755,0.001,1.4508590050526078,13.613731899379212,2.38727828602732
126,4.43292148932584,0.001,1.4318962429330075,14.280447406533323,2.4527196766417703
127,4.066880687840583,0.001,1.3907504004221583,13.821796625266197,2.410697324776355
128,4.101960516381928,0.001,1.4188549171660338,13.498013744751612,2.4154000223418812
129,4.217407547652537,0.001,1.4245766589516087,14.926834212409126,2.567446932380582
130,4.1255698366430895,0.001,1.4091852213207043,13.535120999003635,2.4219126289273487
131,4.11017900354722,0.001,1.3787150412521125,14.64091226513739,2.473371105429567
132,4.0493270930121925,0.001,1.393932953707574,14.93405301924105,2.4600263995888794
133,4.038468993623559,0.001,1.3540134637532957,13.184005394394015,2.3895951730233653
134,4.01511317436171,0.001,1.4122164459789501,13.73322104819027,2.5670596464180653
135,4.109694963038521,0.001,1.3744729280287267,13.36509582584287,2.4059843369472174
136,4.123276864412031,0.001,1.4136430543642664,13.435025946593578,2.3694372294861594
137,4.088407746778553,0.001,1.4059553006116081,13.201218522625204,2.4949325043478128
138,3.908138152246505,0.001,1.3591283703736108,13.146085904152304,2.401312463077498
139,3.9735795595328507,0.001,1.3860957054161804,13.684943300706369,2.441638946533203
140,3.831129560898701,0.001,1.3455455738693567,13.494596935348746,2.4722271201051313
141,3.7585019127872337,0.001,1.3658669471002585,14.503947138786316,2.4883283450279707
142,3.861187318530245,0.001,1.3804684449275582,13.924257663664994,2.437109629313151
143,3.9449421535058655,0.001,1.3527882903722048,13.887709224665606,2.383912945971077
144,3.66553865276254,0.001,1.3379687462059706,14.070342126819822,2.600359057202751
145,3.8745626805367483,0.001,1.361991935101087,14.418891863104813,2.4234434763590493
146,4.162336700102863,0.001,1.4004557909611208,13.711347033212215,2.3787656948890215
147,3.6546426454195666,0.001,1.2874519979990673,14.26167315663195,2.5202098893530573
148,3.824346569669505,0.001,1.3291359652675712,15.355943191198655,2.4392433637454185
149,3.7061237377278946,0.001,1.2959658623479837,13.669290992902752,2.414689052252122
150,3.7809895893368557,0.001,1.3179428263714439,14.580647589017948,2.3869186212987077
151,3.7336802205803226,0.001,1.314657940768605,13.40569771281846,2.4470878177218967
152,3.77057248962922,0.001,1.3345959721704017,13.725761782975844,2.3797291414237316
153,3.523133606179949,0.001,1.287343299610327,14.414666658566322,2.6670871781714167
154,3.7670135426078417,0.001,1.3246092750192058,13.651106796330875,2.455746332804362
155,3.619586086102499,0.001,1.2916513803665852,13.838315060109268,2.442637832076461
156,3.690773652803049,0.001,1.301729872499826,14.946424958146649,2.4223688384633006
157,3.603408779522214,0.001,1.3459838831756876,15.403265682267554,2.5467618071002724
158,3.769075252046526,0.001,1.3743891552690382,14.114133611873344,2.384823551884404
159,3.6168031661134017,0.001,1.3177511817530583,13.906366617964972,2.4218085253680193
160,3.6323584045049944,0.001,1.2858347077118724,15.484543675717749,2.427945078155141
161,3.5230352649747774,0.001,1.2823553734888602,15.426273121510024,2.396496078114451
162,3.598723803511345,0.001,1.296015595134936,14.958767358167671,2.444785906944746
163,3.4449609180353007,0.001,1.2969620587656003,14.846735278305449,2.3784539258038557
164,3.646982612255557,0.001,1.303020256222586,13.821547678959222,2.498629887898763
165,3.7183323211898744,0.001,1.3424551966758704,14.092940336530223,2.359211768633054
166,3.3449040009141338,0.001,1.2717363959864567,14.430253080057877,2.4826781661422164
167,3.343041997760442,0.001,1.2703143315787655,14.130106283006844,2.4331287572413314
168,3.3243469027542845,0.001,1.2625650547606289,14.225164870421091,2.4742274814181857
169,3.766870339219415,0.001,1.301313790005427,16.417739032112337,2.507801197193287
170,3.4728165160022653,0.001,1.29831385907743,15.769175430874766,2.460945341322157
171,3.4436380626985534,0.001,1.248618386109178,13.57237328791324,2.5556120224940924
172,3.3282894231955704,0.001,1.2437925696742056,15.46080908289662,2.41930839161814
173,3.4602036941162204,0.001,1.2786118948238183,14.344622679698615,2.4001623083043984
174,3.3931234451270327,0.001,1.2576696680795298,13.759642396444155,2.418725755479601
175,3.297909733680749,0.001,1.227559258325181,13.610545775680631,2.467588636610243
176,3.3281471732969257,0.001,1.227881260700639,14.086623201008749,2.424284781938718
177,3.1517079474387155,0.001,1.2169613683186817,14.580548118386004,2.388307288840965
178,3.3243559746550333,0.001,1.2454391692075937,15.830139925450455,2.5169668079894265
179,3.2015919111000124,0.001,1.2159079531951587,14.482159741130875,2.44956824220257
180,3.410333936797576,0.001,1.2392614323288293,15.49666644025732,2.6441933196267966
181,3.2986392989616276,0.001,1.216441275165546,13.6637911134296,2.468563668521834
182,3.2301408299259355,0.001,1.1662236559132673,14.333598379735593,2.4315325183632934
183,3.1176915582119498,0.001,1.2173554594671763,14.433230931376233,2.4087256207878207
184,3.1337223861239645,0.001,1.1986368787547015,13.849229606213393,2.4771450654959972
185,3.1327241790183926,0.001,1.2197462178236191,13.903403278566714,2.4208120652187017
186,3.1880331566736055,0.001,1.2016505812159264,13.8300866631814,2.3638583289252386
187,3.1704180380877327,0.001,1.2176150397250527,14.823432015783993,2.682814915974935
188,3.242765309456332,0.001,1.23020668424689,14.200957944915618,2.420615231549298
189,3.0480871857504357,0.001,1.1752465871096396,14.840967259289306,2.4050525147237893
190,3.007040744226414,0.001,1.2563715479322262,15.198708828584648,2.7779807338008173
191,3.407854285956167,0.001,1.2949790216451829,14.570749188646857,2.5152182873384454
192,3.086216640177157,0.001,1.1934313257412275,14.340016104188965,2.402331175627532
193,3.0545422263189734,0.001,1.1612147661185486,14.283622223377964,2.465517114709925
194,2.889131658402021,0.001,1.1466528920935404,14.79614567167965,2.3326326535071855
195,3.024791100261381,0.001,1.2056102695479851,14.16413151365446,2.3045883649661216
196,3.208488331490626,0.001,1.2192689552672507,13.793095119205521,2.3638313670217257
197,2.980784958730172,0.001,1.1671234937644226,16.570359024000755,2.511307775238414
198,3.126074921051415,0.001,1.237709290656512,14.393887728084753,2.467557765819408
199,2.893314883435843,0.001,1.1389319946522314,14.393532651442069,2.513321747014552
200,2.8518607225211414,0.001,1.182270785603361,15.139069805174698,2.8095068990448375
201,3.0355964923052596,0.001,1.1738527406110852,15.264642319239584,2.460757973753376
202,2.843864874204984,0.001,1.1911965889089249,14.487005005648106,2.460917084305375
203,2.982909212909616,0.001,1.2104924179083054,15.187599984216101,2.516458558447567
204,3.029320760408053,0.001,1.1688687526404673,15.299511838106461,2.4099886387954523
205,2.965427547416451,0.001,1.177672997163176,14.374990520929849,2.495991436051734
206,2.9296618823665583,0.001,1.1631875791047748,15.61165648802287,2.458951808788158
207,3.0014096804816655,0.001,1.1572142145582027,16.689031579888162,2.4778703760217735
208,2.8570835384606577,0.001,1.162289746590074,14.200756470362345,2.3693712258044584
209,2.881477162564871,0.001,1.1489953638599384,14.441044064215673,2.6000790066189237
210,2.7654410641259823,0.001,1.1405819986626828,16.69550105501656,2.495892512945481
211,2.8774951264585136,0.001,1.1696567468967969,14.790840801633435,2.645575393865138
212,2.999233735973252,0.001,1.168847379116082,14.704715867500958,2.5122642752564985
213,2.7223439113274446,0.001,1.1481487760233806,15.00116307941484,2.5893694324257934
214,2.9709252130136403,0.001,1.1956810903253938,18.34930883994165,2.581571555431978
215,2.9419087034999034,0.001,1.1526103481050616,16.732664404092013,2.395118807568962
216,3.001104900711461,0.001,1.1637738407949914,14.295629211414008,2.38272535065074
217,2.6948360778598963,0.001,1.124913959680327,14.217368875020815,2.392118830739716
218,2.6950769453963996,0.001,1.126371277375118,17.725922548384577,2.6330734535499856
219,2.726225787641094,0.001,1.137573519727394,14.12501248459757,2.3669362009307484
220,2.600436793023219,0.001,1.1351456184505309,14.696329680489905,2.3422327159363547
221,2.641000480659237,0.001,1.1101902023926609,16.596536673444472,2.3838731035774137
222,2.7941450724383996,0.001,1.1567532624069012,14.849910925935816,2.370234995712469
223,2.7315012777552887,0.001,1.1089479460066687,15.161826821756952,2.38517071288309
224,2.7746045714930485,0.001,1.1083016292229526,15.034194316025134,2.5850969479407793
225,2.565891184673959,0.001,1.1208766783723152,14.09108519885275,2.3983133575062694
226,2.6874741694137407,0.001,1.1160206899923437,17.39780843184318,2.433290387377327
227,2.6908934574009096,0.001,1.1297933527559687,15.479849991975007,2.4132160846097968
228,2.5583811723641565,0.001,1.1032712894142966,14.925042973624336,2.3547899222668307
229,2.72479524073586,0.001,1.1561470744041467,14.940330614278347,2.392865781430845
230,2.6005072652740004,0.001,1.1079535026668395,14.939711333792886,2.4807748205867814
231,2.786631885327791,0.001,1.1549349598840295,14.9144221695117,2.3581371071897905
232,2.4864474199135604,0.001,1.089469130932362,15.172565366015021,2.7329860263400607
233,2.6458091935137107,0.001,1.1293431125558198,14.845626884036594,2.3657441551302685
234,2.615441892538277,0.001,1.1136883301631586,15.213321309030793,2.3495005383903598
235,2.556402648427169,0.001,1.0962083804718112,14.03248105207936,2.4374717665307317
236,2.577780922869042,0.001,1.1114026034948628,15.486477639894058,2.364708818035361
237,2.727130849687123,0.001,1.1437197057270783,14.325932933224571,2.3498441908094616
238,2.4452029359599017,0.001,1.0638576657410377,14.8821257993027,2.3673926694893543
239,2.4542642724772357,0.001,1.0523799325659549,15.889410260282917,2.377012606020327
240,2.5823120155570676,0.001,1.0903948766897338,14.686175805551034,2.555562596262237
241,2.4712153115877795,0.001,1.0397921929787557,16.067464147085026,2.4395548738079307
242,2.5169618576303723,0.001,1.1265151995254374,15.700772429689948,2.3887897303074968
243,2.545649297835288,0.001,1.113716556745417,15.083305199941,2.342143541500892
244,2.5821511834029445,0.001,1.126032876525501,15.143982077822272,2.3904092812243802
245,2.4262122989808073,0.001,1.044510528306843,14.520152271529774,2.3871150782078874
246,2.5576615909304783,0.001,1.086304795631314,14.658880239651527,2.503419405148353
247,2.4169126263712952,0.001,1.0399556885193746,15.829240373725266,2.332305908203125
248,2.384394188783486,0.001,1.0892663049993132,14.94607667017866,2.73617078051155
249,2.4217893783891165,0.001,1.0939987082230418,14.884987245371311,2.35148474610882
250,2.417090654373169,0.001,1.071671024933688,15.098826208002405,2.356849717505184
251,2.4419459004889332,0.001,1.09774139864895,14.847378498610155,2.640312100634163
252,2.6119314435834857,0.001,1.1847924333607818,14.248877966845477,2.5123486224515936
253,2.448781866038178,0.001,1.088370825484072,14.98963489194895,2.3854270275728204
254,2.5886266166027116,0.001,1.0963334300938774,14.874654669452596,2.330112975320698
255,2.303009321076951,0.001,1.0609935575594474,15.45008349712984,2.420256155508536
256,2.533265736634517,0.001,1.127546947991516,15.491193209119418,2.3334240148096907
257,2.3310757982472516,0.001,1.0250257929043134,15.048767019201208,2.5382280467469016
258,2.4707345519641604,0.001,1.0873062710274852,15.589191723752904,2.582136978337794
259,2.508643872228569,0.001,1.0906700364576405,14.05424326290319,2.487375753897208
260,2.3759613967163276,0.001,1.0617769465726965,14.793891072273254,2.7271781968481745
261,2.3721333454267897,0.001,1.0913396606873433,14.526372082899382,2.361968688022943
262,2.3188590431361007,0.001,1.0551854482745238,14.969969119554685,2.3771367014190297
263,2.2756457007706348,0.001,1.0454954405318104,14.679460046467957,2.330920301837686
264,2.22718808894556,0.001,1.00948765403346,14.445338288942972,2.3602834159945263
265,2.34678556251083,0.001,1.0687249125710951,14.16818454383332,2.445873213403019
266,2.449239370623609,0.001,1.0790441154326447,14.692674916302268,2.561954003793222
267,2.2842384729961123,0.001,1.0031594966218198,14.412692657223454,2.53789993568703
268,2.156748655779812,0.001,0.9940753887312331,13.903410190417443,2.5078201293945312
269,2.4114469041580757,0.001,1.070073216323144,14.186232526361206,2.285658918781045
270,2.305758772942673,0.001,1.0386020523660324,14.170714181146504,2.3282348962477695
271,2.174085381230334,0.001,1.0321510801374358,14.39084567985049,2.6684478477195457
272,2.4813798603258634,0.001,1.073158081009661,14.046258065435621,2.4684856791555148
273,2.132495176312355,0.001,0.9807203161089044,15.056884050369263,2.622295497376242
274,2.3913741805605104,0.001,1.061718648801278,14.842552952560379,2.459424760606554
275,2.271362778941175,0.001,1.0275095328457953,13.885911856260565,2.538975845148534
276,2.2592771765617394,0.001,1.0609706132773644,14.762899836088405,2.3134901965105974
277,2.2014943831845333,0.001,1.026624623282406,14.67714659785737,2.3264843034155573
278,2.2936450084296545,0.001,1.072414941832008,14.70626039619063,2.444560651425962
279,2.308222064385104,0.001,1.05395991136046,15.532973722175315,2.3298941247257186
280,2.2153031766968247,0.001,1.027049038063262,17.835726116910394,2.5241563585069446
281,2.0967785444791103,0.001,1.0145461230824238,17.139014929900934,2.701141216136791
282,2.3940523017670716,0.001,1.0559401109860778,14.998185107369482,2.643535354991018
283,2.195352371770531,0.001,1.0153690432616431,15.673997334492059,2.310162815046899
284,2.266013634832282,0.001,1.018272193408234,14.979910474132609,2.4227614697114923
285,2.135966940930015,0.001,1.032506446720277,16.122644146283466,2.537660481017313
286,2.2475726818521693,0.001,1.0443976877643597,17.394738927299592,2.649638446760766
287,2.3759537806082807,0.001,1.0633049682936062,17.753923709055893,2.5230453867971163
288,2.224350673679966,0.001,1.0155568285254133,14.952866095083731,2.454226717536832
289,2.1062304058311154,0.001,1.012930949775058,15.244378923633953,2.350388326762635
290,2.1966548174527407,0.001,1.048929790409726,13.992873766540368,2.478741916609399
291,2.0796751316763666,0.001,0.984593730869677,15.677412374520008,2.3094269787823714
292,2.3621165206419423,0.001,1.047221910104663,15.20270703898536,2.3192919036488475
293,2.0834292658711364,0.001,0.9893506820725951,15.042864133546383,2.3954269974320024
294,2.2345653366378215,0.001,1.053863035082448,15.073147898838844,2.752458972695433
295,2.403920033721732,0.001,1.0608992355157716,16.15450088662544,2.3694916006959517
296,2.099390561966335,0.001,0.9888258601305285,14.579639096870835,2.4295885297987194
297,2.1295045351280883,0.001,1.0263211512159638,14.915607201832312,2.300017086076148
298,2.118845534029391,0.001,1.0028673471312035,14.95132382122087,2.436069205955223
299,2.155271046301898,0.001,1.0316334035558967,14.497320466571384,2.312350308453595
300,2.254764998291299,0.001,1.0270430000942927,14.649169072692777,2.3922985453664523
301,2.1668864359427533,0.001,0.988782407145013,14.564226533159797,2.484943672462746
302,2.053433093585466,0.001,1.0038701640932184,14.401071846485138,2.4421456419391396
303,2.0249561730184054,0.001,0.9842526654340903,15.000326213277416,2.376737947817202
304,2.041958776420853,0.001,1.0038991874954648,15.376432253990645,2.615260112432786
305,2.2338612769779407,0.001,1.0233498859700774,14.300009181562029,2.527293687985267
306,2.096834415252733,0.001,0.9844884898271354,14.53603027558621,2.325061539073049
307,1.9322890836757034,0.001,0.9453101700673532,15.543955518139732,2.572148429022895
308,2.146682541990428,0.001,1.0091026146714532,15.511008748301753,2.4228472062099127
309,2.057323715819663,0.001,0.9648241039031061,18.312379448502153,2.6223313131450134
310,2.207637459131955,0.001,1.0225052339004659,18.688157576101798,2.5933346454008124
311,1.9941466262004692,0.001,1.0012042958854521,14.431949307613166,2.4534329543879
312,1.9966541406909009,0.001,0.9671872317237381,14.572342110268863,2.3912533889582126
313,2.0503907347611228,0.001,0.9914561026605659,14.716515885459053,2.3830537678282937
314,1.9340715919947107,0.001,0.9556802610863843,14.845308473448695,2.3919462981047452
315,2.1356824913261105,0.001,1.0125886336568708,15.598381859572305,2.349373099244671
316,1.9794490064260761,0.001,1.0009637281252504,17.34279880994632,2.655284151618863
317,2.065546866910007,0.001,0.9750115214486609,14.914399023409244,2.5617818479184753
318,1.9151653439821474,0.001,0.9352948970100828,14.814138756857979,2.3692382765404973
319,2.103856503778936,0.001,1.026723584154442,14.379824261606476,2.3022054507408614
320,1.9210478270386027,0.001,0.953402743620031,15.886753364845559,2.414194177698206
321,2.1498771784106276,0.001,1.0188024151066877,14.636542353365156,2.51692275059076
322,1.9233237111900614,0.001,0.9450760419154683,15.315806625985806,2.317415049046646
323,2.0678102300263044,0.001,1.001504658914572,14.04013932487111,2.5769259370403526
324,1.9786179279303033,0.001,0.9860429084245634,15.0237021807173,2.3426507549521363
325,1.9422921765330405,0.001,0.9408636270292772,14.49494613541497,2.4832824659936223
326,1.9952874752021057,0.001,0.9823402904504593,14.6275102155812,2.326091036384488
327,1.8286832919799876,0.001,0.9190146061289052,13.519373375077352,2.4372425079345703
328,1.9870476738402718,0.001,0.9867173687961448,14.253435638859685,2.4794443624990956
329,1.8699212399060512,0.001,0.9475397045029206,20.964230402016344,2.9786403090865523
330,2.1721446373883415,0.001,1.0590576459379757,14.476414816247093,2.4618799892472634
331,1.8513714030108215,0.001,0.9359502762832878,16.02745091620787,2.356111338109146
332,1.8901837481064694,0.001,0.9979626298319814,14.995842726142318,2.372653066376109
333,2.009208724963776,0.001,1.0007050424906492,15.594697716795368,2.5108923029016563
334,2.0271138024773023,0.001,0.9892309267454472,14.250648453279778,2.6029909863884066
335,1.9073114152017392,0.001,0.9540488536328354,14.997998194562065,2.3442504553147305
336,1.8768040624565385,0.001,0.9491945534667733,14.034821831011845,2.5570917247254172
337,1.8458841701410134,0.001,0.947119848739252,15.158869025147991,2.447694425229673
338,1.9078284079906742,0.001,0.9597251998381718,14.488471237229712,2.5051707044059848
339,1.9793249724819195,0.001,0.9756953120231628,15.14707072649473,2.4066750090799216
340,1.8900708923398895,0.001,0.9555243054410621,14.365826079139003,2.3054304711612654
341,2.0095586603270963,0.001,0.9906568675771955,15.551998398922107,2.3565003665876976
342,1.7329542902601023,0.001,0.8994494049172652,14.781306352052423,2.537358460602937
343,1.9374821721215736,0.001,0.963701815243476,14.604844590763987,2.417190104355047
344,1.9052559746308224,0.001,0.9185038469155138,14.504909792064149,2.30653433152187
345,1.8786597163315528,0.001,0.939521544858029,16.23468862933877,2.5221312016616633
346,1.9064736742722361,0.001,0.9344214983399808,16.037152066642854,2.7346756311110507
347,1.937359142598722,0.001,0.97213544048392,15.333946189762633,2.392262117362317
348,1.8692548260231137,0.001,0.9585009184046057,15.542471416967196,2.417949064278308
349,1.8480021388907182,0.001,0.9262778103905197,14.702364789115059,2.5832741348831743
350,1.852749374997874,0.001,0.9336269990578524,17.508581981246856,2.691107596880124
